"Player","Team","Position","Type","Team","Pr","Date (EDT)","Gameweek"
"Pablo Fornals","WHU","M","Claim","1-The Dentist","1","Sun Dec 10, 2023, 8:47AM","16"
"Mateo Kovacic","MCI","M","Drop","1-The Dentist","1","Sun Dec 10, 2023, 8:47AM","16"
"Tosin Adarabioyo","FUL","D","Claim","1-OGBEAN'S","1","Sun Dec 10, 2023, 8:46AM","16"
"Chiedozie Ogbene","LUT","F","Drop","1-OGBEAN'S","1","Sun Dec 10, 2023, 8:46AM","16"
"Mateo Kovacic","MCI","M","Claim","1-The Dentist","1","Sun Dec 10, 2023, 8:40AM","16"
"Harry Wilson","FUL","M","Drop","1-The Dentist","1","Sun Dec 10, 2023, 8:40AM","16"
"Aaron Cresswell","WHU","D","Claim","1-ComeBack Szn","1","Sun Dec 10, 2023, 8:11AM","16"
"Emerson","WHU","D","Drop","1-ComeBack Szn","1","Sun Dec 10, 2023, 8:11AM","16"
"Benoit Badiashile","CHE","D","Claim","1-john lim","1","Sun Dec 10, 2023, 8:05AM","16"
"Pablo Fornals","WHU","M","Drop","1-john lim","1","Sun Dec 10, 2023, 8:04AM","16"
"Pablo Fornals","WHU","M","Claim","1-john lim","1","Sun Dec 10, 2023, 8:03AM","16"
"David Raya","BRF/ARS","G","Claim","1-Greek Prison XI","1","Sat Dec 9, 2023, 12:11PM","16"
"Amadou Onana","EVE","M","Drop","1-Greek Prison XI","1","Sat Dec 9, 2023, 12:11PM","16"
"Harry Wilson","FUL","M","Claim","1-The Dentist","1","Sat Dec 9, 2023, 9:59AM","16"
"Justin Kluivert","BOU","M,F","Drop","1-john lim","1","Sat Dec 9, 2023, 9:59AM","17"
"Frank Onyeka","BRF","M","Drop","1-The Dentist","1","Sat Dec 9, 2023, 9:58AM","16"
"Justin Kluivert","BOU","M,F","Claim","1-john lim","1","Sat Dec 9, 2023, 9:56AM","16"
"Frank Onyeka","BRF","M","Claim","1-The Dentist","1","Sat Dec 9, 2023, 9:55AM","16"
"James Mcatee","MCI/SHU","M","Drop","1-The Dentist","1","Sat Dec 9, 2023, 9:54AM","16"
"Ehor Yarmolyuk","BRF","M","Drop","1-john lim","1","Sat Dec 9, 2023, 9:51AM","16"
"Bart Verbruggen","BHA","G","Claim","1-OGBEAN'S","1","Sat Dec 9, 2023, 9:40AM","16"
"Wes Foderingham","SHU","G","Drop","1-OGBEAN'S","1","Sat Dec 9, 2023, 9:40AM","16"
"Milos Kerkez","BOU","D","Claim","1 - The Narrative","1","Sat Dec 9, 2023, 9:37AM","16"
"Felipe","NOT","D","Drop","1 - The Narrative","1","Sat Dec 9, 2023, 9:37AM","16"
"Anthony Martial","MUN","F","Claim","1-rice cooker","1","Sat Dec 9, 2023, 9:24AM","16"
"Divock Origi","LIV/NOT","F","Drop","1-rice cooker","1","Sat Dec 9, 2023, 9:24AM","16"
"Mahmoud Dahoud","BHA","M","Claim","1-Check Complete FC","1","Sat Dec 9, 2023, 9:12AM","16"
"James Mcatee","MCI/SHU","M","Claim","1-The Dentist","1","Sat Dec 9, 2023, 9:06AM","16"
"Neco Williams","NOT","D","Claim","1-Koke Vegas","1","Sat Dec 9, 2023, 9:00AM","16"
"Axel Disasi","CHE","D","Drop","1-Koke Vegas","1","Sat Dec 9, 2023, 9:00AM","16"
"Marc Guehi","CRY","D","Drop","1 - The Narrative","1","Sat Dec 9, 2023, 7:11AM","16"
"Joseph Gomez","LIV","D","Drop","1-The Dentist","1","Sat Dec 9, 2023, 7:01AM","16"
"Emerson","WHU","D","Claim","1-ComeBack Szn","1","Sat Dec 9, 2023, 6:35AM","16"
"Callum Hudson-Odoi","CHE/NOT","F","Drop","1-Check Complete FC","1","Sat Dec 9, 2023, 6:31AM","16"
"James Trafford","BUR","G","Drop","1-ComeBack Szn","1","Sat Dec 9, 2023, 6:31AM","16"
"Mark Flekken","BRF","G","Claim","1-john lim","1","Sat Dec 9, 2023, 1:48AM","16"
"Jarell Quansah","LIV","D","Claim","1-OGBEAN'S","1","Fri Dec 8, 2023, 11:35PM","16"
"Illia Zabarnyi","BOU","D","Drop","1-OGBEAN'S","1","Fri Dec 8, 2023, 11:35PM","16"
"Ashley Young","EVE","D","Claim","1-rice cooker","1","Fri Dec 8, 2023, 11:14PM","16"
"Said Benrahma","WHU","M","Drop","1-rice cooker","1","Fri Dec 8, 2023, 11:14PM","16"
"Emiliano Martinez","AVL","G","Claim","1-rice cooker","1","Fri Dec 8, 2023, 11:14PM","16"
"Sam Johnstone","CRY","G","Drop","1-rice cooker","1","Fri Dec 8, 2023, 11:14PM","16"
"Axel Disasi","CHE","D","Claim","1-Koke Vegas","1","Fri Dec 8, 2023, 10:48PM","16"
"David Raya","BRF/ARS","G","Drop","1-Koke Vegas","1","Fri Dec 8, 2023, 10:48PM","16"
"David Raya","BRF/ARS","G","Claim","1-Koke Vegas","1","Fri Dec 8, 2023, 10:40PM","16"
"Dara O'Shea","BUR","D","Drop","1-Koke Vegas","1","Fri Dec 8, 2023, 10:40PM","16"
"Neal Maupay","EVE/BRF","F","Claim","1-The Dentist","1","Fri Dec 8, 2023, 9:46PM","16"
"James Mcatee","MCI/SHU","M","Drop","1-The Dentist","1","Fri Dec 8, 2023, 9:46PM","16"
"Jose Sa","WOL","G","Claim","1-The Dentist","1","Fri Dec 8, 2023, 9:31PM","16"
"Mark Flekken","BRF","G","Drop","1-The Dentist","1","Fri Dec 8, 2023, 9:31PM","16"
"Raul Jimenez","FUL","F","Claim","1-OGBEAN'S","1","Fri Dec 8, 2023, 9:04PM","16"
"Anthony Elanga","NOT","F","Drop","1-OGBEAN'S","1","Fri Dec 8, 2023, 9:04PM","16"
"Jan-Paul van Hecke","BHA","D","Claim","1-Burnley and Old Trafford","1","Fri Dec 8, 2023, 9:03PM","16"
"Edson Alvarez","WHU","M","Drop","1-Burnley and Old Trafford","1","Fri Dec 8, 2023, 9:03PM","16"
"Felipe","NOT","D","Claim","1 - The Narrative","1","Fri Dec 8, 2023, 9:03PM","16"
"Ederson","MCI","G","Claim","1 - The Narrative","1","Fri Dec 8, 2023, 9:02PM","16"
"Daniel Bentley","WOL","G","Drop","1 - The Narrative","1","Fri Dec 8, 2023, 9:02PM","16"
"Wes Foderingham","SHU","G","Claim","1-OGBEAN'S","1","Fri Dec 8, 2023, 9:02PM","16"
"Lukasz Fabianski","WHU","G","Drop","1-OGBEAN'S","1","Fri Dec 8, 2023, 9:02PM","16"
"James Mcatee","MCI/SHU","M","Claim","1-The Dentist","1","Fri Dec 8, 2023, 9:01PM","16"
"Toti","WOL","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Fri Dec 8, 2023, 9:01PM","16"
"Chris Richards","CRY","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Fri Dec 8, 2023, 9:01PM","16"
"Chiedozie Ogbene","LUT","F","Claim","1-OGBEAN'S","1","Fri Dec 8, 2023, 9:01PM","16"
"Mark Flekken","BRF","G","Claim","1-The Dentist","1","Fri Dec 8, 2023, 9:01PM","16"
"Martin Dubravka","NEW","G","Drop","1-The Dentist","1","Fri Dec 8, 2023, 9:01PM","16"
"Antony","MUN","F","Claim","1-OGBEAN'S","1","Fri Dec 8, 2023, 9:01PM","16"
"Sergio Reguilon","TOT/MUN/BRF","D","Claim","1-The Dentist","1","Fri Dec 8, 2023, 9:01PM","16"
"Saman Ghoddos","BRF","M,F","Claim","1-Koke Vegas","2","Fri Dec 8, 2023, 9:00PM","16"
"Alejandro Garnacho","MUN","M","Claim","1-Koke Vegas","1","Fri Dec 8, 2023, 9:00PM","16"
"Victor Lindelof","MUN","D","Drop","1-OGBEAN'S","1","Fri Dec 8, 2023, 12:36PM","16"
"David Raya","BRF/ARS","G","Drop","1-john lim","1","Fri Dec 8, 2023, 10:08AM","16"
"Felipe","NOT","D","Drop","1-The Dentist","1","Thu Dec 7, 2023, 8:32PM","16"
"Takehiro Tomiyasu","ARS","D","Drop","1-Koke Vegas","1","Thu Dec 7, 2023, 5:16PM","16"
"Wataru Endo","LIV","M","Drop","1-Koke Vegas","1","Thu Dec 7, 2023, 5:16PM","16"
"Lukasz Fabianski","WHU","G","Claim","1-OGBEAN'S","1","Thu Dec 7, 2023, 2:48PM","15"
"Alphonse Areola","WHU","G","Drop","1-OGBEAN'S","1","Thu Dec 7, 2023, 2:48PM","15"
"Ben Davies","TOT","D","Claim","1-bruNO HARD FEELINGS","1","Thu Dec 7, 2023, 2:15PM","15"
"Ashley Young","EVE","D","Drop","1-bruNO HARD FEELINGS","1","Thu Dec 7, 2023, 2:15PM","15"
"Ashley Young","EVE","D","Claim","1-bruNO HARD FEELINGS","1","Thu Dec 7, 2023, 2:12PM","15"
"Harvey Barnes","NEW","M","Drop","1-bruNO HARD FEELINGS","1","Thu Dec 7, 2023, 2:12PM","15"
"Facundo Buonanotte","BHA","M","Drop","1-john lim","1","Wed Dec 6, 2023, 5:14PM","16"
"Alejandro Garnacho","MUN","M","Drop","1-The Dentist","1","Wed Dec 6, 2023, 4:00PM","16"
"Edson Alvarez","WHU","M","Claim","1-Burnley and Old Trafford","1","Wed Dec 6, 2023, 2:57PM","15"
"Ian Maatsen","CHE","D","Drop","1-Burnley and Old Trafford","1","Wed Dec 6, 2023, 2:57PM","15"
"Wataru Endo","LIV","M","Claim","1-Koke Vegas","1","Wed Dec 6, 2023, 2:21PM","15"
"Benoit Badiashile","CHE","D","Drop","1-Koke Vegas","1","Wed Dec 6, 2023, 2:21PM","15"
"Divock Origi","LIV/NOT","F","Claim","1-rice cooker","1","Wed Dec 6, 2023, 2:18PM","15"
"Cameron Archer","AVL/SHU","F","Drop","1-rice cooker","1","Wed Dec 6, 2023, 2:18PM","15"
"Tom Cairney","FUL","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Wed Dec 6, 2023, 1:59PM","15"
"Joe Willock","NEW","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Wed Dec 6, 2023, 1:59PM","15"
"Ian Maatsen","CHE","D","Claim","1-Burnley and Old Trafford","1","Wed Dec 6, 2023, 1:55PM","15"
"Jeffrey Schlupp","CRY","M","Claim","1-rice cooker","1","Wed Dec 6, 2023, 1:53PM","15"
"Chris Wood","NOT","F","Drop","1-rice cooker","1","Wed Dec 6, 2023, 1:53PM","15"
"Harry Wilson","FUL","M","Drop","1-Check Complete FC","1","Wed Dec 6, 2023, 1:38PM","15"
"Facundo Buonanotte","BHA","M","Claim","1-john lim","1","Wed Dec 6, 2023, 1:34PM","15"
"Callum Hudson-Odoi","CHE/NOT","F","Claim","1-Check Complete FC","1","Wed Dec 6, 2023, 1:34PM","15"
"Curtis Jones","LIV","M","Drop","1-Check Complete FC","1","Wed Dec 6, 2023, 1:34PM","15"
"Kenny Tete","FUL","D","Drop","1-Burnley and Old Trafford","1","Wed Dec 6, 2023, 1:32PM","15"
"Illia Zabarnyi","BOU","D","Claim","1-OGBEAN'S","1","Wed Dec 6, 2023, 1:31PM","15"
"Timothy Castagne","LEI/FUL","D","Claim","1-Burnley and Old Trafford","1","Wed Dec 6, 2023, 1:31PM","15"
"Serge Aurier","NOT","D","Drop","1-Burnley and Old Trafford","1","Wed Dec 6, 2023, 1:31PM","15"
"Luca Koleosho","BUR","F","Drop","1 - The Narrative","1","Tue Dec 5, 2023, 6:24PM","16"
"Robert Sanchez","CHE","G","Claim","1-Check Complete FC","1","Tue Dec 5, 2023, 4:25PM","15"
"Jose Sa","WOL","G","Drop","1-Check Complete FC","1","Mon Dec 4, 2023, 11:05PM","15"
"Carlton Morris","LUT","F","Drop","1-john lim","1","Tue Dec 5, 2023, 2:31PM","15"
"Chiedozie Ogbene","LUT","F","Drop","1-OGBEAN'S","1","Tue Dec 5, 2023, 2:30PM","15"
"Chris Richards","CRY","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Dec 5, 2023, 1:55PM","15"
"Sander Berge","BUR","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Tue Dec 5, 2023, 1:55PM","15"
"Daniel Bentley","WOL","G","Claim","1 - The Narrative","1","Tue Dec 5, 2023, 1:35PM","15"
"Mark Flekken","BRF","G","Drop","1 - The Narrative","1","Tue Dec 5, 2023, 1:35PM","15"
"Matt Doherty","WOL","D","Drop","1-OGBEAN'S","1","Tue Dec 5, 2023, 1:33PM","15"
"Pablo Sarabia","WOL","M","Claim","1-Burnley and Old Trafford","1","Tue Dec 5, 2023, 1:32PM","15"
"Jean-Ricner Bellegarde","WOL","M","Drop","1-Burnley and Old Trafford","1","Tue Dec 5, 2023, 1:32PM","15"
"Curtis Jones","LIV","M","Claim","1-Check Complete FC","1","Tue Dec 5, 2023, 12:33PM","15"
"Harry Wilson","FUL","M","Claim","1-Check Complete FC","1","Tue Dec 5, 2023, 12:32PM","15"
"Tariq Lamptey","BHA","D","Drop","1-Check Complete FC","1","Tue Dec 5, 2023, 12:32PM","15"
"Matt Doherty","WOL","D","Claim","1-OGBEAN'S","1","Tue Dec 5, 2023, 11:02AM","15"
"Calvin Bassey","FUL","D","Drop","1-OGBEAN'S","1","Tue Dec 5, 2023, 11:02AM","15"
"Idrissa Gueye","EVE","M","Claim","1-bruNO HARD FEELINGS","1","Tue Dec 5, 2023, 9:40AM","15"
"Marc Guehi","CRY","D","Claim","1 - The Narrative","1","Mon Dec 4, 2023, 9:45PM","15"
"Pau Torres","AVL","D","Drop","1 - The Narrative","1","Mon Dec 4, 2023, 9:45PM","15"
"Chris Wood","NOT","F","Claim","1-rice cooker","1","Mon Dec 4, 2023, 9:45PM","15"
"Manor Solomon","TOT","F","Drop","1-rice cooker","1","Mon Dec 4, 2023, 9:45PM","15"
"Zeki Amdouni","BUR","F","Claim","1-rice cooker","1","Mon Dec 4, 2023, 9:38PM","15"
"Nick Pope","NEW","G","Drop","1-rice cooker","1","Mon Dec 4, 2023, 9:38PM","15"
"Sam Johnstone","CRY","G","Claim","1-rice cooker","1","Mon Dec 4, 2023, 9:32PM","15"
"Antony","MUN","F","Drop","1-rice cooker","1","Mon Dec 4, 2023, 9:32PM","15"
"James Trafford","BUR","G","Claim","1-ComeBack Szn","1","Mon Dec 4, 2023, 9:21PM","15"
"Kenny Tete","FUL","D","Claim","1-Burnley and Old Trafford","1","Mon Dec 4, 2023, 9:09PM","15"
"Justin Kluivert","BOU","M,F","Drop","1-Burnley and Old Trafford","1","Mon Dec 4, 2023, 9:09PM","15"
"Rayan Ait-Nouri","WOL","D","Claim","1 - The Narrative","1","Mon Dec 4, 2023, 9:04PM","15"
"Nelson Semedo","WOL","D","Claim","1-john lim","1","Mon Dec 4, 2023, 9:01PM","15"
"Johann Gudmundsson","BUR","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Mon Dec 4, 2023, 9:01PM","15"
"Kai Havertz","ARS","F","Claim","1-john lim","1","Mon Dec 4, 2023, 9:01PM","15"
"Joseph Gomez","LIV","D","Claim","1-The Dentist","1","Mon Dec 4, 2023, 9:01PM","15"
"Neal Maupay","EVE/BRF","F","Drop","1-The Dentist","1","Mon Dec 4, 2023, 9:01PM","15"
"Ibrahima Konate","LIV","D","Claim","1-The Dentist","3","Mon Dec 4, 2023, 9:00PM","15"
"Serge Aurier","NOT","D","Claim","1-Burnley and Old Trafford","2","Mon Dec 4, 2023, 9:00PM","15"
"Felipe","NOT","D","Claim","1-The Dentist","2","Mon Dec 4, 2023, 9:00PM","15"
"Bernd Leno","FUL","G","Claim","1-Burnley and Old Trafford","1","Mon Dec 4, 2023, 9:00PM","15"
"Ederson","MCI","G","Drop","1-Burnley and Old Trafford","1","Mon Dec 4, 2023, 9:00PM","15"
"Martin Dubravka","NEW","G","Claim","1-The Dentist","1","Mon Dec 4, 2023, 9:00PM","15"
"Caoimhin Kelleher","LIV","G","Drop","1-The Dentist","1","Mon Dec 4, 2023, 9:00PM","15"
"Matheus Nunes","WOL/MCI","M","Drop","1 - The Narrative","1","Mon Dec 4, 2023, 5:37PM","15"
"Oliver McBurnie","SHU","F","Drop","1-john lim","1","Mon Dec 4, 2023, 3:07PM","15"
"Ansu Fati","BHA","F","Drop","1-john lim","1","Mon Dec 4, 2023, 12:16PM","15"
"Kobbie Mainoo","MUN","M","Drop","1-Burnley and Old Trafford","1","Mon Dec 4, 2023, 11:41AM","15"
"Frank Onyeka","BRF","M","Drop","1-The Dentist","1","Sun Dec 3, 2023, 11:58AM","15"
"Joel Matip","LIV","D","Drop","1-The Dentist","1","Sun Dec 3, 2023, 11:57AM","15"
"Calvin Bassey","FUL","D","Claim","1-OGBEAN'S","1","Sun Dec 3, 2023, 8:46AM","14"
"Timothy Castagne","LEI/FUL","D","Drop","1-OGBEAN'S","1","Sun Dec 3, 2023, 8:46AM","14"
"Ryan Christie","BOU","M","Claim","1 - The Narrative","1","Sun Dec 3, 2023, 8:14AM","14"
"Pau Torres","AVL","D","Claim","1 - The Narrative","1","Sun Dec 3, 2023, 8:13AM","14"
"Kurt Zouma","WHU","D","Drop","1 - The Narrative","1","Sun Dec 3, 2023, 8:13AM","14"
"Lewis Miley","NEW","M","Claim","1-Greek Prison XI","1","Sat Dec 2, 2023, 2:25PM","14"
"Edson Alvarez","WHU","M","Drop","1-Greek Prison XI","1","Sat Dec 2, 2023, 2:25PM","14"
"Wes Foderingham","SHU","G","Drop","1-ComeBack Szn","1","Sat Dec 2, 2023, 12:11PM","15"
"Ederson","MCI","G","Claim","1-Burnley and Old Trafford","1","Sat Dec 2, 2023, 12:05PM","14"
"Bernd Leno","FUL","G","Drop","1-Burnley and Old Trafford","1","Sat Dec 2, 2023, 12:05PM","14"
"Neto","BOU","G","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Sat Dec 2, 2023, 11:50AM","14"
"Matt Turner","NOT","G","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Dec 2, 2023, 11:50AM","14"
"Justin Kluivert","BOU","M,F","Claim","1-Burnley and Old Trafford","1","Sat Dec 2, 2023, 11:36AM","14"
"Axel Disasi","CHE","D","Drop","1-Burnley and Old Trafford","1","Sat Dec 2, 2023, 11:36AM","14"
"George Baldock","SHU","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Dec 2, 2023, 10:31AM","15"
"Kristoffer Ajer","BRF","D","Drop","1 - The Narrative","1","Thu Nov 30, 2023, 11:05PM","14"
"Ehor Yarmolyuk","BRF","M","Claim","1-john lim","1","Sat Dec 2, 2023, 9:40AM","14"
"Kai Havertz","ARS","F","Drop","1-bruNO HARD FEELINGS","1","Sat Dec 2, 2023, 9:26AM","14"
"Kristoffer Ajer","BRF","D","Claim","1 - The Narrative","1","Sat Dec 2, 2023, 9:25AM","14"
"Pierre-Emile Hojbjerg","TOT","M","Drop","1 - The Narrative","1","Sat Dec 2, 2023, 9:25AM","14"
"Frank Onyeka","BRF","M","Claim","1-The Dentist","1","Sat Dec 2, 2023, 9:09AM","14"
"Johann Gudmundsson","BUR","M","Drop","1-The Dentist","1","Sat Dec 2, 2023, 9:08AM","14"
"Vitaly Janelt","BRF","M","Claim","1-Check Complete FC","1","Sat Dec 2, 2023, 8:58AM","14"
"Jorginho","ARS","M","Drop","1-Check Complete FC","1","Sat Dec 2, 2023, 8:42AM","14"
"Christian Eriksen","MUN","M","Drop","1-Check Complete FC","1","Sat Dec 2, 2023, 8:41AM","14"
"Wes Foderingham","SHU","G","Claim","1-ComeBack Szn","1","Sat Dec 2, 2023, 6:22AM","14"
"Anthony Martial","MUN","F","Drop","1-ComeBack Szn","1","Sat Dec 2, 2023, 6:22AM","14"
"Axel Disasi","CHE","D","Claim","1-Burnley and Old Trafford","1","Fri Dec 1, 2023, 10:30AM","14"
"Malo Gusto","CHE","D","Drop","1-Burnley and Old Trafford","1","Fri Dec 1, 2023, 10:30AM","14"
"Neal Maupay","EVE/BRF","F","Claim","1-The Dentist","1","Fri Dec 1, 2023, 10:20AM","14"
"Ibrahima Konate","LIV","D","Drop","1-The Dentist","1","Fri Dec 1, 2023, 10:19AM","14"
"Odsonne Edouard","CRY","F","Claim","1-ComeBack Szn","1","Thu Nov 30, 2023, 11:07PM","14"
"Danny Ings","WHU","F","Drop","1-ComeBack Szn","1","Thu Nov 30, 2023, 11:07PM","14"
"Ibrahima Konate","LIV","D","Claim","1-The Dentist","1","Thu Nov 30, 2023, 4:31PM","14"
"Ryan Christie","BOU","M","Drop","1-The Dentist","1","Thu Nov 30, 2023, 4:31PM","14"
"Malo Gusto","CHE","D","Claim","1-Burnley and Old Trafford","1","Thu Nov 30, 2023, 1:55PM","14"
"Alex Moreno","AVL","D","Drop","1-Burnley and Old Trafford","1","Thu Nov 30, 2023, 1:55PM","14"
"Jay Rodriguez","BUR","F","Claim","1-rice cooker","1","Thu Nov 30, 2023, 7:25AM","14"
"Lyle Foster","BUR","F","Drop","1-rice cooker","1","Thu Nov 30, 2023, 7:25AM","14"
"Manor Solomon","TOT","F","Claim","1-rice cooker","1","Wed Nov 29, 2023, 11:21AM","14"
"Taiwo Awoniyi","NOT","F","Drop","1-rice cooker","1","Wed Nov 29, 2023, 11:21AM","14"
"Joel Matip","LIV","D","Claim","1-The Dentist","1","Tue Nov 28, 2023, 11:15PM","14"
"Marc Guehi","CRY","D","Drop","1-The Dentist","1","Tue Nov 28, 2023, 11:15PM","14"
"Timothy Castagne","LEI/FUL","D","Claim","1-OGBEAN'S","1","Tue Nov 28, 2023, 10:29PM","14"
"Toti","WOL","D","Drop","1-OGBEAN'S","1","Tue Nov 28, 2023, 10:28PM","14"
"Caoimhin Kelleher","LIV","G","Claim","1-The Dentist","1","Tue Nov 28, 2023, 9:29PM","14"
"Neto","BOU","G","Drop","1-The Dentist","1","Tue Nov 28, 2023, 9:29PM","14"
"Mark Flekken","BRF","G","Claim","1 - The Narrative","1","Tue Nov 28, 2023, 9:25PM","14"
"Wes Foderingham","SHU","G","Drop","1 - The Narrative","1","Tue Nov 28, 2023, 9:25PM","14"
"Luca Koleosho","BUR","F","Claim","1 - The Narrative","1","Tue Nov 28, 2023, 9:24PM","14"
"Sergio Reguilon","TOT/MUN/BRF","D","Drop","1 - The Narrative","1","Tue Nov 28, 2023, 9:24PM","14"
"Anthony Martial","MUN","F","Claim","1-ComeBack Szn","1","Tue Nov 28, 2023, 9:04PM","14"
"Solly March","BHA","M","Drop","1-ComeBack Szn","1","Tue Nov 28, 2023, 9:04PM","14"
"George Baldock","SHU","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Nov 28, 2023, 9:02PM","14"
"Sander Berge","BUR","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Nov 28, 2023, 9:01PM","14"
"Matt Turner","NOT","G","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Nov 28, 2023, 9:00PM","14"
"Kobbie Mainoo","MUN","M","Claim","1-Burnley and Old Trafford","2","Tue Nov 28, 2023, 9:00PM","14"
"Illia Zabarnyi","BOU","D","Drop","1-Burnley and Old Trafford","2","Tue Nov 28, 2023, 9:00PM","14"
"Willy Boly","NOT","D","Claim","1-Burnley and Old Trafford","1","Tue Nov 28, 2023, 9:00PM","14"
"Alejandro Garnacho","MUN","M","Claim","1-The Dentist","2","Tue Nov 28, 2023, 9:00PM","14"
"Joao Pedro","BHA","F","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Nov 28, 2023, 9:00PM","14"
"Odsonne Edouard","CRY","F","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Tue Nov 28, 2023, 9:00PM","14"
"Aaron Ramsdale","ARS","G","Drop","1-john lim","1","Mon Nov 27, 2023, 6:21PM","14"
"Rayan Ait-Nouri","WOL","D","Drop","1-The Dentist","1","Mon Nov 27, 2023, 3:20PM","14"
"Jean-Ricner Bellegarde","WOL","M","Claim","1-Burnley and Old Trafford","1","Mon Nov 27, 2023, 2:20PM","13"
"Kenny Tete","FUL","D","Drop","1-Burnley and Old Trafford","1","Mon Nov 27, 2023, 2:20PM","13"
"Cheick Doucoure","CRY","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Mon Nov 27, 2023, 8:09AM","14"
"Giovani Lo Celso","TOT","M","Claim","1-Greek Prison XI","1","Sun Nov 26, 2023, 8:36AM","13"
"Carlos Vinicius","FUL","F","Drop","1-Greek Prison XI","1","Sun Nov 26, 2023, 8:36AM","13"
"Sam Johnstone","CRY","G","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Nov 25, 2023, 11:53AM","14"
"Andros Townsend","EVE/LUT","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Nov 25, 2023, 11:49AM","14"
"Aaron Ramsdale","ARS","G","Claim","1-john lim","1","Sat Nov 25, 2023, 11:32AM","13"
"Neal Maupay","EVE/BRF","F","Drop","1-john lim","1","Sat Nov 25, 2023, 11:31AM","13"
"Joel Ward","CRY","D","Claim","1-john lim","1","Sat Nov 25, 2023, 9:51AM","13"
"Toti","WOL","D","Claim","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:40AM","13"
"Joel Ward","CRY","D","Drop","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:40AM","13"
"Jean-Ricner Bellegarde","WOL","M","Drop","1-Burnley and Old Trafford","1","Sat Nov 25, 2023, 9:38AM","13"
"Joel Ward","CRY","D","Claim","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:31AM","13"
"Jordan Beyer","BUR","D","Drop","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:31AM","13"
"Jordan Beyer","BUR","D","Claim","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:12AM","13"
"Nayef Aguerd","WHU","D","Drop","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:12AM","13"
"Kurt Zouma","WHU","D","Claim","1 - The Narrative","1","Sat Nov 25, 2023, 9:11AM","13"
"Alejandro Garnacho","MUN","M","Drop","1 - The Narrative","1","Sat Nov 25, 2023, 9:11AM","13"
"Nayef Aguerd","WHU","D","Claim","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:11AM","13"
"Willy Boly","NOT","D","Drop","1-OGBEAN'S","1","Sat Nov 25, 2023, 9:11AM","13"
"Joe Willock","NEW","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Sat Nov 25, 2023, 9:11AM","13"
"Benoit Badiashile","CHE","D","Claim","1-Koke Vegas","1","Sat Nov 25, 2023, 9:05AM","13"
"Joao Pedro","BHA","F","Drop","1-Koke Vegas","1","Sat Nov 25, 2023, 9:05AM","13"
"Danny Ings","WHU","F","Claim","1-ComeBack Szn","1","Sat Nov 25, 2023, 9:04AM","13"
"Matheus Franca","CRY","F","Drop","1-ComeBack Szn","1","Sat Nov 25, 2023, 9:04AM","13"
"Emerson","WHU","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Nov 25, 2023, 9:04AM","13"
"Johann Gudmundsson","BUR","M","Claim","1-The Dentist","1","Sat Nov 25, 2023, 9:00AM","13"
"Rodrigo Bentancur","TOT","M","Drop","1-The Dentist","1","Sat Nov 25, 2023, 9:00AM","13"
"Rodrigo Bentancur","TOT","M","Claim","1-The Dentist","1","Sat Nov 25, 2023, 8:42AM","13"
"Joe Willock","NEW","M","Drop","1-The Dentist","1","Sat Nov 25, 2023, 8:42AM","13"
"Nathan Ake","MCI","D","Drop","1-john lim","1","Sat Nov 25, 2023, 1:02AM","13"
"Illia Zabarnyi","BOU","D","Claim","1-Burnley and Old Trafford","1","Tue Nov 21, 2023, 12:12PM","13"
"Toti","WOL","D","Drop","1-Burnley and Old Trafford","1","Tue Nov 21, 2023, 12:12PM","13"
"Wes Foderingham","SHU","G","Claim","1 - The Narrative","1","Wed Nov 15, 2023, 10:27PM","13"
"Ederson","MCI","G","Drop","1 - The Narrative","1","Wed Nov 15, 2023, 10:27PM","13"
